Name,Weight,Wins,Losses,Draws,Birth Date,Country,Weight Class,Age,Last Fight
James Mulheron,243 lbs.,11,2,0,1988-02-20,England,Heavyweight,37,04/05/2019
Jamie Mullarkey,155 lbs.,17,8,0,1994-08-17,Australia,Lightweight,30,04/05/2024
Jim Mullen,215 lbs.,0,2,0,,United States,Heavyweight,,06/06/1999
Pedro Munhoz,135 lbs.,20,10,0,1986-09-07,Brazil,Bantamweight,38,02/11/2024
Andre Muniz,185 lbs.,24,7,0,1990-02-17,Brazil,Middleweight,35,02/09/2023
Mark Munoz,185 lbs.,14,6,0,1978-02-09,United States,Middleweight,47,12/12/2019
Andy Murad,185 lbs.,15,2,0,1983-02-09,United States,Middleweight,42,29/06/2018
Makhmud Muradov,185 lbs.,26,8,0,1990-02-08,Uzbekistan,Middleweight,35,08/03/2025
Kanako Murata,115 lbs.,12,3,0,1993-08-10,Japan,Strawweight,31,07/10/2023
Vince Murdock,145 lbs.,12,4,0,1991-03-21,United States,Featherweight,34,29/04/2021
Tom Murphy,227 lbs.,8,0,0,1974-11-19,United States,Light Heavyweight,50,27/02/2010
Lauren Murphy,125 lbs.,16,6,0,1983-07-27,United States,Flyweight,41,21/01/2023
Lerone Murphy,145 lbs.,16,0,1,1991-07-22,England,Featherweight,33,05/04/2025
Lee Murray,185 lbs.,8,2,1,1977-11-12,England,Middleweight,47,11/09/2004
Khalid Murtazaliev,185 lbs.,14,2,0,1993-07-15,Russia,Middleweight,31,18/04/2025
Nicholas Musoke,170 lbs.,13,5,0,1986-04-05,Sweden,Welterweight,39,07/12/2019
Magomed Mustafaev,155 lbs.,14,4,0,1988-08-02,Russia,Lightweight,36,22/02/2020
Elvis Mutapcic,185 lbs.,15,6,1,1986-07-19,United States,Middleweight,38,26/06/2021
Logan Nail,185 lbs.,1,1,0,1989-06-20,United States,Middleweight,35,04/02/2022
Rin Nakai,135 lbs.,19,2,1,1986-10-22,Japan,Featherweight,38,23/11/2024
Kazuhiro Nakamura,205 lbs.,21,13,0,1979-07-16,Japan,Middleweight,45,20/12/2014
Keita Nakamura,170 lbs.,34,10,2,1984-05-22,Japan,Welterweight,40,23/03/2024
Yusaku Nakamura,145 lbs.,14,4,1,1986-06-21,Japan,Flyweight,38,23/06/2024
Jutaro Nakao,170 lbs.,25,19,4,1970-11-30,Japan,Welterweight,54,17/11/2019
Yui Chul Nam,145 lbs.,18,8,1,1981-07-16,South Korea,Featherweight,43,28/09/2024
Tyson Nam,125 lbs.,21,14,1,1983-10-06,United States,Flyweight,41,24/01/2025
Rose Namajunas,125 lbs.,14,7,0,1992-06-29,United States,Strawweight,32,02/11/2024
Nad Narimani,145 lbs.,12,4,0,1987-04-14,England,Lightweight,38,18/07/2020
Roger Narvaez,185 lbs.,8,3,0,1983-09-09,United States,Middleweight,41,15/10/2023
Rodrigo Nascimento,246 lbs.,11,3,0,1992-11-26,Brazil,Heavyweight,32,01/05/2025
Bobby Nash,170 lbs.,8,4,0,1990-03-26,United States,Welterweight,35,26/03/2016
Reza Nasri,205 lbs.,0,1,0,,Iran,Light Heavyweight,,20/09/1996
Rafael Natal,185 lbs.,21,9,1,1982-12-25,Brazil,Middleweight,42,22/07/2017
Kevin Natividad,135 lbs.,9,4,0,1993-04-02,United States,Bantamweight,32,19/11/2022
Ismail Naurdiev,185 lbs.,24,7,0,1996-08-18,Austria,Welterweight,28,26/10/2024
Danny Navarro,155 lbs.,17,7,0,1983-05-27,United States,Welterweight,41,16/12/2017
Marcio Navarro,155 lbs.,14,14,0,1978-09-17,United States,Lightweight,46,09/06/2018
Tafon Nchukwi,185 lbs.,6,4,0,1994-10-14,Cameroon,Middleweight,30,16/08/2024
Dustin Neace,145 lbs.,25,21,1,1986-09-12,United States,Featherweight,38,28/09/2013
Joe Neal,135 lbs.,6,2,0,1986-07-29,United States,Bantamweight,38,13/12/2019
Geoff Neal,170 lbs.,16,6,0,1990-08-28,United States,Welterweight,34,26/10/2024
Stanislav Nedkov,205 lbs.,12,2,0,1981-09-12,Bulgaria,Light Heavyweight,43,24/01/2015
Josh Neer,170 lbs.,36,16,1,1983-03-24,United States,Welterweight,42,09/11/2018
Nicolae Negumereanu,205 lbs.,13,2,0,1994-09-04,Romania,Light Heavyweight,30,12/11/2022
Steve Nelmark,240 lbs.,2,1,0,,United States,Heavyweight,,07/12/1996
Shane Nelson,155 lbs.,16,7,0,1983-11-30,United States,Featherweight,41,06/07/2013
Roy Nelson,263 lbs.,22,14,0,1976-06-20,United States,Heavyweight,48,10/11/2023
Gunnar Nelson,170 lbs.,19,6,1,1988-07-28,Iceland,Welterweight,36,22/03/2025
Kyle Nelson,145 lbs.,16,6,1,1991-04-20,Canada,Featherweight,34,07/09/2024
Lissette Neri,145 lbs.,6,4,0,1987-08-05,United States,Flyweight,37,18/10/2014
Mario Neto,229 lbs.,13,5,0,,Brazil,Heavyweight,,15/12/2011
Antonio Braga Neto,185 lbs.,9,3,0,1987-10-29,Brazil,Middleweight,37,17/11/2024
Julio Cesar Neves Jr.,145 lbs.,33,1,0,1994-04-25,Brazil,Featherweight,31,25/01/2025
Nick Newell,155 lbs.,14,2,0,1986-03-17,United States,Lightweight,39,07/01/2023
Journey Newson,135 lbs.,10,5,0,1989-03-07,United States,Bantamweight,36,29/04/2023
Jeff Newton,205 lbs.,4,2,0,1966-11-11,United States,Light Heavyweight,58,19/11/2005
Carlos Newton,170 lbs.,16,14,0,1976-08-17,Canada,Middleweight,48,10/07/2010
Emanuel Newton,205 lbs.,26,12,1,1984-01-02,United States,Light Heavyweight,41,13/10/2017
Francis Ngannou,250 lbs.,17,3,0,1986-09-05,France,Heavyweight,38,19/10/2024
Ben Nguyen,125 lbs.,16,8,0,1988-08-03,United States,Flyweight,36,21/04/2019
Alex Nicholson,185 lbs.,7,4,0,1990-05-02,United States,Light Heavyweight,35,27/09/2024
Mike Nickels,205 lbs.,9,5,0,1971-12-13,United States,Light Heavyweight,53,03/11/2019
Matheus Nicolau,125 lbs.,19,6,1,1993-01-06,Brazil,Flyweight,32,19/10/2024
Jaimelene Nievera,125 lbs.,7,4,0,1984-10-28,United States,Flyweight,40,22/02/2019
Khomkrit Niimi,125 lbs.,6,10,0,1973-02-28,United States,Flyweight,52,30/04/2016
Tom Niinimaki,145 lbs.,22,8,1,1982-07-25,Finland,Featherweight,42,01/10/2016
Ramsey Nijem,155 lbs.,9,6,0,1988-04-01,United States,Lightweight,37,30/07/2021
Jack Nilson,205 lbs.,2,6,0,,United States,Lightheavyweight,,30/05/1997
Mats Nilsson,170 lbs.,11,4,1,1983-12-05,Sweden,Middleweight,41,03/01/2015
Guangyou Ning,145 lbs.,5,4,1,1981-12-15,China,Featherweight,43,26/11/2016
Anthony Njokuani,155 lbs.,16,12,0,1980-03-01,United States,Lightweight,45,08/09/2023
Chidi Njokuani,170 lbs.,25,10,0,1988-12-31,United States,Welterweight,36,15/03/2025
Derrick Noble,170 lbs.,27,15,1,1978-08-14,United States,Welterweight,46,12/05/2012
Kyle Noblitt,243 lbs.,11,2,0,1989-12-26,United States,Heavyweight,35,30/01/2021
Pedro Nobre,135 lbs.,18,4,2,1986-02-13,Brazil,Flyweight,39,23/11/2024
Jacob Noe,205 lbs.,3,11,0,1980-07-29,United States,Light Heavyweight,44,11/06/2022
Antonio Rodrigo Nogueira,240 lbs.,34,10,1,1976-06-02,Brazil,Heavyweight,48,01/08/2015
Talita Nogueira,145 lbs.,6,0,0,1985-10-13,Brazil,Featherweight,39,25/08/2017
Kyle Noke,170 lbs.,22,10,1,1980-03-18,Australia,Welterweight,45,26/11/2016
Nick Nolte,170 lbs.,5,4,0,1981-03-04,United States,Middleweight,44,25/05/2012
Sage Northcutt,170 lbs.,11,2,0,1996-03-01,United States,Welterweight,29,05/05/2023
Jason Novelli,155 lbs.,11,3,1,1979-06-08,United States,Lightweight,45,04/08/2018
Phillipe Nover,145 lbs.,11,8,1,1984-02-03,United States,Featherweight,41,26/10/2019
Diego Nunes,145 lbs.,19,7,0,1982-11-30,Brazil,Featherweight,42,22/02/2025
Amanda Nunes,135 lbs.,23,5,0,1988-05-30,Brazil,Featherweight,36,10/06/2023
Nina Nunes,125 lbs.,11,7,0,1985-12-03,United States,Strawweight,39,13/08/2022
Istela Nunes,115 lbs.,6,6,0,1992-07-23,Brazil,Atomweight,32,05/04/2025
Khabib Nurmagomedov,155 lbs.,29,0,0,1988-09-20,Russia,Lightweight,36,24/10/2020
Said Nurmagomedov,135 lbs.,18,4,0,1992-04-05,Russia,Bantamweight,33,01/02/2025
Abubakar Nurmagomedov,170 lbs.,17,4,1,1989-11-13,Russia,Welterweight,35,03/06/2023
Umar Nurmagomedov,135 lbs.,18,1,0,1996-03-01,Russia,Bantamweight,29,18/01/2025
Kennedy Nzechukwu,236 lbs.,14,5,0,1992-06-13,United States,Light Heavyweight,32,07/12/2024
Jake O'Brien,205 lbs.,15,4,0,1984-09-25,United States,Light Heavyweight,40,04/08/2012
Sean O'Connell,205 lbs.,17,9,0,1983-09-02,United States,Light Heavyweight,41,31/12/2018
Dan O'Connor,115 lbs.,6,6,0,1982-11-17,United States,Featherweight,42,22/11/2018
Sean O'Malley,135 lbs.,18,2,0,1994-10-24,United States,Bantamweight,30,14/09/2024
Jeremiah O'Neal,260 lbs.,13,25,0,1977-10-25,United States,Heavyweight,47,27/03/2015
Chuck O'Neil,170 lbs.,17,9,0,1985-09-22,United States,Middleweight,39,04/11/2016
Casey O'Neill,125 lbs.,10,2,0,1997-10-07,Australia,Flyweight,27,17/08/2024
Brendan O'Reilly,170 lbs.,6,3,0,1987-06-24,Australia,Welterweight,37,03/12/2016
Richard Odoms,265 lbs.,13,3,0,1975-05-08,United States,Heavyweight,50,06/02/2022
Volkan Oezdemir,205 lbs.,20,8,0,1989-09-19,Switzerland,Light Heavyweight,35,23/11/2024
Trey Ogden,155 lbs.,18,7,0,1989-11-14,United States,Lightweight,35,11/01/2025
Andy Ogle,145 lbs.,9,6,0,1989-02-16,England,Featherweight,36,24/01/2015
Koji Oishi,170 lbs.,25,10,10,1977-05-31,Japan,Featherweight,47,29/08/2014
Yushin Okami,170 lbs.,34,12,0,1981-07-21,Japan,Middleweight,43,30/11/2024
Michal Oleksiejczuk,185 lbs.,20,9,0,1995-02-22,Poland,Light Heavyweight,30,12/04/2025
Rafaello Oliveira,155 lbs.,17,8,0,1982-01-26,United States,Lightweight,43,22/02/2014
Charles Oliveira,155 lbs.,35,10,0,1989-10-17,Brazil,Lightweight,35,16/11/2024
Ednaldo Oliveira,205 lbs.,17,3,1,1984-02-19,Brazil,Light Heavyweight,41,07/09/2024
Alex Oliveira,170 lbs.,22,12,1,1988-02-21,Brazil,Welterweight,37,17/11/2017
Felipe Olivieri,155 lbs.,14,5,0,1986-04-12,Brazil,Lightweight,39,27/09/2019
Dennis Olson,170 lbs.,14,11,0,1986-03-20,United States,Welterweight,39,29/10/2021
Alan Omer,145 lbs.,20,5,0,1988-09-14,Iraq,Lightweight,36,08/03/2025
Daniel Omielanczuk,247 lbs.,19,8,1,1982-08-31,Poland,Heavyweight,42,09/03/2024
Michihiro Omigawa,145 lbs.,17,14,1,1975-12-19,Japan,Featherweight,49,19/03/2023
Charlie Ontiveros,155 lbs.,11,9,0,1991-07-04,United States,Welterweight,33,13/08/2022
Sam Oropeza,170 lbs.,13,3,0,1985-06-17,United States,Middleweight,39,31/10/2015
Brian Ortega,145 lbs.,16,4,0,1991-02-21,United States,Featherweight,34,14/09/2024
Tito Ortiz,205 lbs.,19,12,1,1975-01-23,United States,Light Heavyweight,50,07/12/2019
Jorge Ortiz,185 lbs.,18,9,1,,Mexico,Welterweight,,20/07/2019
Dustin Ortiz,125 lbs.,19,8,0,1988-12-25,United States,Flyweight,36,20/11/2021
Ode Osbourne,125 lbs.,13,8,0,1992-01-09,United States,Flyweight,33,05/04/2025
Nick Osipczak,170 lbs.,6,3,0,1984-12-30,England,Welterweight,40,27/06/2015
Nissen Osterneck,185 lbs.,12,4,0,1981-05-01,United States,Middleweight,44,07/02/2014
Rachael Ostovich,125 lbs.,4,6,0,1991-02-25,United States,Flyweight,34,23/07/2021
Zak Ottow,170 lbs.,17,7,0,1986-12-22,United States,Welterweight,38,02/04/2022
Sidney Outlaw,170 lbs.,8,4,0,1992-04-11,United States,Lightweight,33,18/10/2024
Alistair Overeem,265 lbs.,47,19,0,1980-05-17,Netherlands,Heavyweight,44,08/10/2022
Alptekin Ozkilic,125 lbs.,9,5,0,1986-03-27,United States,Flyweight,39,22/05/2016
Nick Pace,135 lbs.,8,3,0,1987-04-17,United States,Bantamweight,38,26/05/2019
Larissa Pacheco,135 lbs.,10,2,0,1994-09-07,Brazil,Featherweight,30,19/10/2024
Teemu Packalen,155 lbs.,8,3,0,1987-05-22,Finland,Lightweight,37,07/09/2019
George Pacurariu,135 lbs.,10,5,0,1984-07-28,Romania,Lightweight,40,20/11/2015
Gary Padilla,205 lbs.,12,6,0,1980-09-05,United States,Middleweight,44,05/11/2011
Chris Padilla,155 lbs.,16,6,0,1995-09-14,United States,Lightweight,29,22/03/2025
Damacio Page,135 lbs.,19,10,0,1982-09-30,United States,Flyweight,42,01/12/2017
Michael Page,170 lbs.,23,3,0,1987-04-07,England,Middleweight,38,01/02/2025
Dustin Pague,135 lbs.,12,11,0,1987-08-05,United States,Lightweight,37,21/03/2025
Josh Paiva,125 lbs.,8,2,0,1991-04-05,United States,Bantamweight,34,30/03/2024
Raulian Paiva,135 lbs.,21,5,0,1995-10-17,Brazil,Bantamweight,29,01/11/2024
Fredson Paixao,145 lbs.,10,5,0,1979-05-13,United States,Featherweight,45,12/12/2019
Bart Palaszewski,145 lbs.,36,17,0,1983-05-30,United States,Featherweight,41,05/04/2014
Sasha Palatnikov,170 lbs.,6,4,0,1989-03-15,Hong Kong,Welterweight,36,18/09/2024
Soa Palelei,265 lbs.,22,5,0,1977-07-12,Australia,Heavyweight,47,01/08/2015
Rousimar Palhares,170 lbs.,19,8,0,1980-02-20,Brazil,Welterweight,45,30/03/2024
Tulio Palhares,180 lbs.,2,16,0,,Brazil,Middleweight,,10/05/2014
Alexandre Pantoja,125 lbs.,29,5,0,1990-04-16,Brazil,Flyweight,35,20/07/2024
Jared Papazian,135 lbs.,20,13,0,1988-02-01,United States,Bantamweight,37,06/07/2019
Joe Pardo,210 lbs.,4,6,0,,United States,Heavyweight,,07/09/2002
Remco Pardoel,260 lbs.,9,6,1,1969-05-23,Netherlands,Heavyweight,55,13/07/2003
Josh Parisian,265 lbs.,15,8,0,1989-06-28,United States,Heavyweight,35,09/03/2024
Karo Parisyan,170 lbs.,24,11,0,1982-08-28,United States,Welterweight,42,07/10/2017
Norman Parke,155 lbs.,23,6,1,1986-12-22,Northern Ireland,Lightweight,38,07/12/2024
Ryan Parker,235 lbs.,0,1,0,1992-12-10,United States,Middleweight,32,08/09/1995
Jordan Parsons,145 lbs.,11,2,0,1990-08-26,United States,Featherweight,34,20/11/2015
Preston Parsons,170 lbs.,11,6,0,1995-07-15,United States,Welterweight,29,11/01/2025
Jorge Patino,170 lbs.,38,19,2,1973-05-08,Brazil,Lightweight,52,14/04/2023
Claude Patrick,170 lbs.,14,2,0,1980-06-14,Canada,Welterweight,44,10/12/2011
Alan Patrick,155 lbs.,15,4,0,1983-07-09,Brazil,Lightweight,41,14/05/2022
Michael Patt,205 lbs.,12,4,0,,United States,Light Heavyweight,,07/03/2009
Justin Patterson,170 lbs.,9,3,0,1985-12-07,United States,Welterweight,39,20/10/2023
Julio Paulino,170 lbs.,23,5,0,1975-12-04,United States,Heavyweight,49,18/01/2017
Sergei Pavlovich,257 lbs.,19,3,0,1992-05-13,Russia,Heavyweight,32,01/02/2025
Pawel Pawlak,170 lbs.,12,3,0,1989-02-08,Poland,Middleweight,36,20/07/2024
Estevan Payan,145 lbs.,16,12,0,1982-04-03,United States,Lightweight,43,18/06/2022
Sarah Payant,115 lbs.,1,4,0,,United States,Flyweight,,10/03/2018
Roland Payne,205 lbs.,0,1,0,1964-07-16,United States,Light Heavyweight,60,09/09/1994
Jonathan Pearce,145 lbs.,14,7,0,1992-05-01,United States,Featherweight,33,12/10/2024
Ross Pearson,155 lbs.,20,16,0,1984-09-26,England,Lightweight,40,16/11/2019
Andre Pederneiras,155 lbs.,1,1,2,1967-03-22,Brazil,Welterweight,58,26/05/2000
Carlo Pedersoli Jr.,170 lbs.,11,3,0,1993-06-08,United States,Welterweight,31,06/05/2023
Tyson Pedro,205 lbs.,10,5,0,1991-09-17,Australia,Light Heavyweight,33,26/02/2025
Filip Pejic,135 lbs.,12,2,2,1992-07-21,Croatia,Featherweight,32,17/04/2015
Kurt Pellegrino,155 lbs.,16,7,0,1979-05-07,United States,Lightweight,46,26/11/2011
Julianna Pena,135 lbs.,13,5,0,1989-08-19,United States,Bantamweight,35,07/06/2025
Luis Pena,155 lbs.,9,3,0,1993-07-05,United States,Lightweight,31,09/11/2024
Sherman Pendergarst,235 lbs.,11,18,0,1967-02-01,United States,Light Heavyweight,58,18/02/2012
Cathal Pendred,170 lbs.,17,4,1,1987-09-02,Ireland,Welterweight,37,24/10/2015
Jessica Penne,115 lbs.,14,9,0,1983-01-30,United States,Strawweight,42,19/10/2024
Nick Penner,205 lbs.,11,3,0,1980-03-26,Canada,Light Heavyweight,45,14/12/2012
Raquel Pennington,135 lbs.,16,10,0,1988-09-05,United States,Bantamweight,36,05/10/2024
Viviane Pereira,115 lbs.,13,2,0,1993-08-28,Brazil,Strawweight,31,21/10/2023
Michel Pereira,185 lbs.,31,13,0,1993-10-06,Brazil,Welterweight,31,26/04/2025
Rolando Perez,135 lbs.,7,5,2,,United States,Featherweight,,15/05/2015
Erik Perez,135 lbs.,17,6,0,1989-11-19,Mexico,Bantamweight,35,18/09/2024
Alejandro Perez,135 lbs.,23,9,1,1989-09-02,Mexico,Bantamweight,35,26/02/2022
Frankie Perez,155 lbs.,10,4,0,1989-05-11,United States,Lightweight,35,08/06/2018
Jose Perez,145 lbs.,1,0,0,1984-08-26,United States,Featherweight,40,22/04/2017
Alex Perez,125 lbs.,25,9,0,1992-03-21,United States,Flyweight,33,15/06/2024
Markus Perez,185 lbs.,12,5,0,1990-06-22,Brazil,Middleweight,34,11/10/2024
Anthony Perosh,205 lbs.,15,10,0,1972-05-10,Australia,Light Heavyweight,52,14/11/2015
Hernani Perpetuo,170 lbs.,18,5,0,1985-05-24,Brazil,Welterweight,39,24/11/2023
Jay Perrin,135 lbs.,10,7,0,1993-06-15,United States,Bantamweight,31,22/03/2025
Mike Perry,170 lbs.,14,8,0,1991-09-15,United States,Welterweight,33,27/04/2024
Raphael Pessoa,262 lbs.,10,2,0,1989-03-09,Brazil,Heavyweight,36,22/07/2022
Viktor Pesta,240 lbs.,10,4,0,1990-07-15,Czech Republic,Heavyweight,34,16/12/2023
Tony Petarra,196 lbs.,2,3,1,1966-11-08,United States,Light Heavyweight,58,20/11/2004
Steven Peterson,145 lbs.,19,11,0,1990-05-29,United States,Featherweight,34,25/03/2023
Seth Petruzelli,205 lbs.,14,8,0,1979-12-03,United States,Light Heavyweight,45,19/06/2013
Anthony Pettis,155 lbs.,24,10,0,1987-01-27,United States,Lightweight,38,06/07/2024
Sergio Pettis,125 lbs.,18,5,0,1993-08-18,United States,Bantamweight,31,07/03/2025
Forrest Petz,170 lbs.,26,10,0,1975-09-22,United States,Middleweight,49,01/06/2013
Cody Pfister,155 lbs.,13,6,1,1990-07-12,United States,Lightweight,34,16/03/2024
Nam Phan,135 lbs.,21,17,0,1983-03-13,United States,Featherweight,42,16/11/2018
Aaron Phillips,135 lbs.,12,5,0,1989-08-05,United States,Bantamweight,35,15/04/2023
Elizabeth Phillips,135 lbs.,6,6,0,1986-08-20,United States,Bantamweight,38,27/05/2023
John Phillips,185 lbs.,22,11,0,1985-06-09,Wales,Middleweight,39,05/04/2025
Kyler Phillips,135 lbs.,12,3,0,1995-06-12,United States,Bantamweight,29,19/10/2024
Nick Pica,185 lbs.,5,1,0,1991-05-07,United States,Middleweight,34,11/01/2019
Adam Piccolotti,155 lbs.,9,0,0,1988-10-23,United States,Lightweight,36,12/04/2024
Vinc Pichel,155 lbs.,14,5,0,1982-11-23,United States,Lightweight,42,29/03/2025
Brad Pickett,135 lbs.,25,14,0,1978-09-24,England,Flyweight,46,30/03/2019
Jamie Pickett,185 lbs.,13,11,0,1988-08-29,United States,Middleweight,36,02/03/2024
Aaron Pico,155 lbs.,13,4,0,1996-09-23,United States,Featherweight,28,24/02/2024
Oskar Piechota,185 lbs.,11,3,1,1990-01-24,Poland,Middleweight,35,20/06/2020
Nick Piedmont,145 lbs.,12,7,1,1989-04-10,United States,Featherweight,36,10/12/2016
Mike Pierce,170 lbs.,17,7,0,1980-09-01,United States,Welterweight,44,11/12/2015
Sean Pierson,170 lbs.,14,6,0,1976-03-10,Canada,Welterweight,49,15/06/2013
Domingo Pilarte,135 lbs.,8,3,0,1990-01-05,United States,Bantamweight,35,21/08/2021
Daniel Pineda,145 lbs.,28,17,0,1985-08-06,United States,Featherweight,39,19/10/2024
Jesus Pinedo,155 lbs.,16,5,1,1996-06-22,Peru,Lightweight,28,03/04/2025
Pingyuan Liu,135 lbs.,13,7,0,1993-02-13,China,Bantamweight,32,12/03/2016
Luana Pinheiro,115 lbs.,11,4,0,1993-11-18,Brazil,Strawweight,31,09/11/2024
Gaetano Pirrello,135 lbs.,15,7,1,1992-04-29,Belgium,Bantamweight,33,07/10/2023
Maki Pitolo,185 lbs.,13,9,0,1990-11-24,United States,Middleweight,34,20/11/2022
Jamal Pogues,205 lbs.,11,5,0,1995-12-01,United States,Light Heavyweight,29,01/02/2025
Ross Pointon,170 lbs.,6,17,0,1978-02-18,England,Welterweight,47,09/02/2013
Dustin Poirier,155 lbs.,30,9,0,1989-01-19,United States,Lightweight,36,19/07/2025
Igor Pokrajac,205 lbs.,28,13,0,1979-01-02,Croatia,Light Heavyweight,46,13/06/2020
John Polakowski,155 lbs.,2,2,0,1981-06-21,United States,Lightweight,43,13/12/2008
Brandon Polcare,125 lbs.,1,1,0,,United States,Bantamweight,,14/06/2019
Santiago Ponzinibbio,170 lbs.,31,9,0,1986-09-26,Argentina,Welterweight,38,03/05/2025
Grigory Popov,135 lbs.,13,3,0,1984-04-18,Russia,Bantamweight,41,26/04/2025
Parker Porter,265 lbs.,14,9,0,1985-04-22,United States,Heavyweight,40,14/06/2025
Callan Potter,170 lbs.,18,9,0,1984-09-06,Australia,Lightweight,40,22/02/2020
Ruan Potts,247 lbs.,11,6,0,1978-02-23,South Africa,Heavyweight,47,08/12/2018
Devin Powell,155 lbs.,9,4,0,1988-03-01,United States,Lightweight,37,12/11/2020
Marcin Prachnio,205 lbs.,17,8,0,1988-07-14,Poland,Light Heavyweight,36,27/07/2024
Wagner Prado,205 lbs.,12,3,0,1986-12-30,Brazil,Light Heavyweight,38,04/05/2019
Trevor Prangley,185 lbs.,34,11,2,1972-08-24,South Africa,Light Heavyweight,52,04/06/2015
Carlo Prater,155 lbs.,31,18,1,1981-06-25,Brazil,Welterweight,43,01/03/2024
Carlos Prates,170 lbs.,21,7,0,1993-08-17,Brazil,Lightweight,31,26/04/2025
Michel Prazeres,170 lbs.,26,4,0,1981-07-25,Brazil,Welterweight,43,26/06/2021
Kyle Prepolec,155 lbs.,18,8,0,1989-08-30,Canada,Lightweight,35,10/05/2025
Dorian Price,170 lbs.,8,5,0,1977-08-20,United States,Lightweight,47,18/02/2012
Chris Price,185 lbs.,19,4,0,1982-11-09,United States,Light Heavyweight,42,10/02/2012
Niko Price,170 lbs.,16,8,0,1989-09-29,United States,Welterweight,35,12/10/2024
Shane Primm,205 lbs.,5,5,0,1984-07-30,United States,Middleweight,40,18/09/2010
Brent Primus,155 lbs.,8,0,0,1985-04-12,United States,Lightweight,40,18/04/2025
Jiri Prochazka,205 lbs.,31,5,1,1992-10-14,Czech Republic,Light Heavyweight,32,18/01/2025
Lara Procopio,125 lbs.,7,2,0,1995-11-14,Brazil,Flyweight,29,19/03/2023
Joe Proctor,155 lbs.,11,5,0,1985-08-10,United States,Welterweight,39,22/04/2017
Lucie Pudilova,125 lbs.,14,10,0,1994-06-13,Czech Republic,Bantamweight,30,05/04/2025
Claudio Puelles,155 lbs.,13,4,0,1996-04-21,Peru,Lightweight,29,24/02/2024
Bubba Pugh,185 lbs.,3,3,0,,United States,Middleweight,,15/11/2014
Juan Manuel Puig,145 lbs.,11,4,0,1989-04-23,Mexico,Featherweight,36,22/11/2014
Hugh Pulley,155 lbs.,6,3,0,1988-12-29,United States,Welterweight,36,21/09/2024
Josh Pulsifer,145 lbs.,17,8,0,1983-03-16,United States,Featherweight,42,26/08/2011
Jens Pulver,145 lbs.,27,19,1,1974-12-06,United States,Bantamweight,50,23/11/2013
Mike Pyle,170 lbs.,27,14,1,1975-09-18,United States,Welterweight,49,03/03/2018
Bao Quach,145 lbs.,19,10,1,1979-09-04,United States,Featherweight,45,09/12/2011
Billy Quarantillo,145 lbs.,18,7,0,1988-12-08,United States,Featherweight,36,14/12/2024
Nate Quarry,185 lbs.,12,4,0,1972-03-18,United States,Middleweight,53,31/03/2010
Jimmy Quinlan,185 lbs.,3,1,1,1986-05-25,United States,Middleweight,38,21/09/2013
Ryan Quinn,145 lbs.,13,7,1,1987-01-22,United States,Lightweight,38,20/10/2017
Michel Quinones,155 lbs.,8,3,0,1984-12-22,United States,Featherweight,40,11/11/2017
Benji Radach,185 lbs.,21,7,0,1979-04-05,United States,Middleweight,46,15/05/2015
Jordan Radev,185 lbs.,23,5,0,1976-03-04,Bulgaria,Welterweight,49,10/09/2011
Josh Rafferty,170 lbs.,9,8,0,1981-01-06,United States,Welterweight,44,09/09/2010
Ricky Rainey,170 lbs.,12,6,0,1983-06-29,United States,Welterweight,41,18/07/2020
Shavkat Rakhmonov,170 lbs.,19,0,0,1994-10-23,Kazakhstan,Welterweight,30,07/12/2024
Aleksandar Rakic,205 lbs.,14,5,0,1992-02-06,Austria,Light Heavyweight,33,26/10/2024
Jessica Rakoczy,115 lbs.,1,5,0,1977-04-14,Canada,Strawweight,48,25/04/2015
Thomas Ramirez,410 lbs.,0,1,0,,Puerto Rico,Super Heavyweight,,16/02/1996
Hector Ramirez,205 lbs.,10,6,1,1976-03-28,United States,Light Heavyweight,49,02/11/2013
